0.0,2016-01-03,1,3,2016,Birmingham,BHM,Birmingham, AL,Alabama,39,46,32,33,4.33
0.0,2016-01-03,1,3,2016,Huntsville,HSV,Huntsville, AL,Alabama,39,47,31,32,3.86
